date,age_format,cases
2021-10-21,5-9,3339
2021-10-21,50-54,2995
2021-10-21,55-59,2268
2021-10-21,60-64,1725
2021-10-21,65-69,1228
2021-10-21,70-74,1072
2021-10-21,75-79,661
2021-10-21,80-84,308
2021-10-21,85-89,167
2021-10-21,90+,105
2021-10-22,0-4,665
2021-10-22,10-14,6926
2021-10-22,15-19,3093
2021-10-22,20-24,1041
2021-10-22,25-29,1462
2021-10-22,30-34,1960
2021-10-22,35-39,2417
2021-10-22,40-44,3150
2021-10-22,45-49,2877
2021-10-22,5-9,2986
2021-10-22,50-54,2587
2021-10-22,55-59,1945
2021-10-22,60-64,1559
2021-10-22,65-69,1252
2021-10-22,70-74,1077
2021-10-22,75-79,716
2021-10-22,80-84,323
2021-10-22,85-89,232
2021-10-22,90+,144
2021-10-23,0-4,4122
2021-10-23,10-14,15251
2021-10-23,15-19,23574
2021-10-23,20-24,22257
2021-10-23,25-29,17141
2021-10-23,30-34,15699
2021-10-23,35-39,13679
2021-10-23,40-44,11402
2021-10-23,45-49,11822
2021-10-23,5-9,9360
2021-10-23,50-54,10630
2021-10-23,55-59,8036
2021-10-23,60-64,4510
2021-10-23,65-69,2220
2021-10-23,70-74,2000
2021-10-23,75-79,1055
2021-10-23,80-84,1024
2021-10-23,85-89,912
2021-10-23,90+,278
2021-10-24,0-4,615
2021-10-24,10-14,5816
2021-10-24,15-19,2426
2021-10-24,20-24,933
2021-10-24,25-29,1282
2021-10-24,30-34,1673
2021-10-24,35-39,2125
2021-10-24,40-44,2603
2021-10-24,45-49,2460
2021-10-24,5-9,2507
2021-10-24,50-54,2273
2021-10-24,55-59,1813
2021-10-24,60-64,1282
2021-10-24,65-69,966
2021-10-24,70-74,811
2021-10-24,75-79,525
2021-10-24,80-84,240
2021-10-24,85-89,123
2021-10-24,90+,90
2021-10-25,0-4,918
2021-10-25,10-14,8126
2021-10-25,15-19,3577
2021-10-25,20-24,1411
2021-10-25,25-29,2043
2021-10-25,30-34,2754
2021-10-25,35-39,3370
2021-10-25,40-44,4246
2021-10-25,45-49,3846
2021-10-25,5-9,3921
2021-10-25,50-54,3431
2021-10-25,55-59,2870
2021-10-25,60-64,2180
2021-10-25,65-69,1626
2021-10-25,70-74,1369
2021-10-25,75-79,859
2021-10-25,80-84,367
2021-10-25,85-89,245
2021-10-25,90+,170
2021-10-26,0-4,760
2021-10-26,10-14,6113
2021-10-26,15-19,2815
2021-10-26,20-24,1198
2021-10-26,25-29,1754
2021-10-26,30-34,2343
2021-10-26,35-39,2706
2021-10-26,40-44,3494
2021-10-26,45-49,3152
2021-10-26,5-9,2997
2021-10-26,50-54,2770
2021-10-26,55-59,2240
2021-10-26,60-64,1601
2021-10-26,65-69,1257
2021-10-26,70-74,982
2021-10-26,75-79,572
2021-10-26,80-84,267
2021-10-26,85-89,169
2021-10-26,90+,139
2021-10-27,0-4,741
2021-10-27,10-14,6050
2021-10-27,15-19,2975
2021-10-27,20-24,1684
2021-10-27,25-29,2166
2021-10-27,30-34,2738
2021-10-27,35-39,3163
2021-10-27,40-44,3987
2021-10-27,45-49,3632
2021-10-27,5-9,3160
2021-10-27,50-54,3062
2021-10-27,55-59,2447
2021-10-27,60-64,1772
2021-10-27,65-69,1323
2021-10-27,70-74,1079
2021-10-27,75-79,640
2021-10-27,80-84,311
2021-10-27,85-89,195
2021-10-27,90+,144
2021-10-28,0-4,778
2021-10-28,10-14,5310
2021-10-28,15-19,2563
2021-10-28,20-24,1249
2021-10-28,25-29,1830
2021-10-28,30-34,2339
2021-10-28,35-39,2941
2021-10-28,40-44,3755
2021-10-28,45-49,3292
2021-10-28,5-9,2994
2021-10-28,50-54,2869
2021-10-28,55-59,2293
2021-10-28,60-64,1721
2021-10-28,65-69,1293
2021-10-28,70-74,994
2021-10-28,75-79,605
2021-10-28,80-84,279
2021-10-28,85-89,196
2021-10-28,90+,121
2021-10-29,0-4,844
2021-10-29,10-14,5132
2021-10-29,15-19,2560
2021-10-29,20-24,1274
2021-10-29,25-29,1678
2021-10-29,30-34,2264
2021-10-29,35-39,2863
2021-10-29,40-44,3581
2021-10-29,45-49,3227
2021-10-29,5-9,3114
2021-10-29,50-54,2740
2021-10-29,55-59,2157
2021-10-29,60-64,1817
2021-10-29,65-69,1329
2021-10-29,70-74,1142
2021-10-29,75-79,588
2021-10-29,80-84,263
2021-10-29,85-89,175
2021-10-29,90+,106
2021-10-30,0-4,703
2021-10-30,10-14,3960
2021-10-30,15-19,1951
2021-10-30,20-24,884
2021-10-30,25-29,1259
2021-10-30,30-34,1731
2021-10-30,35-39,2212
2021-10-30,40-44,2806
2021-10-30,45-49,2483
2021-10-30,5-9,2596
2021-10-30,50-54,2124
2021-10-30,55-59,1557
2021-10-30,60-64,1269
2021-10-30,65-69,984
2021-10-30,70-74,809
2021-10-30,75-79,437
2021-10-30,80-84,172
2021-10-30,85-89,109
2021-10-30,90+,63
2021-10-31,0-4,770
2021-10-31,10-14,5200
2021-10-31,15-19,2553
2021-10-31,20-24,1072
2021-10-31,25-29,1529
2021-10-31,30-34,2100
2021-10-31,35-39,2646
2021-10-31,40-44,3461
2021-10-31,45-49,3010
2021-10-31,5-9,3062
2021-10-31,50-54,2582
2021-10-31,55-59,2034
2021-10-31,60-64,1500
2021-10-31,65-69,1244
2021-10-31,70-74,920
2021-10-31,75-79,471
2021-10-31,80-84,228
2021-10-31,85-89,130
2021-10-31,90+,98
2021-11-01,0-4,988
2021-11-01,10-14,5761
2021-11-01,15-19,2912
2021-11-01,20-24,1429
2021-11-01,25-29,1968
2021-11-01,30-34,2562
2021-11-01,35-39,3021
2021-11-01,40-44,3714
2021-11-01,45-49,3127
2021-11-01,5-9,3719
2021-11-01,50-54,2804
2021-11-01,55-59,2290
2021-11-01,60-64,1855
2021-11-01,65-69,1330
2021-11-01,70-74,1071
2021-11-01,75-79,570
2021-11-01,80-84,262
2021-11-01,85-89,178
2021-11-01,90+,141
2021-11-02,0-4,818
2021-11-02,10-14,4005
2021-11-02,15-19,2336
2021-11-02,20-24,1232
2021-11-02,25-29,1737
2021-11-02,30-34,2155
2021-11-02,35-39,2553
2021-11-02,40-44,2946
2021-11-02,45-49,2437
2021-11-02,5-9,2778
2021-11-02,50-54,2191
2021-11-02,55-59,1833
2021-11-02,60-64,1367
2021-11-02,65-69,1123
2021-11-02,70-74,842
2021-11-02,75-79,434
2021-11-02,80-84,194
2021-11-02,85-89,107
2021-11-02,90+,101
2021-11-03,0-4,792
2021-11-03,10-14,4023
2021-11-03,15-19,2523
2021-11-03,20-24,1422
2021-11-03,25-29,1921
2021-11-03,30-34,2448
2021-11-03,35-39,2790
2021-11-03,40-44,3231
2021-11-03,45-49,2832
2021-11-03,5-9,2893
2021-11-03,50-54,2569
2021-11-03,55-59,2126
2021-11-03,60-64,1658
2021-11-03,65-69,1203
2021-11-03,70-74,952
2021-11-03,75-79,528
2021-11-03,80-84,225
2021-11-03,85-89,134
2021-11-03,90+,94
2021-11-04,0-4,780
2021-11-04,10-14,3106
2021-11-04,15-19,1961
2021-11-04,20-24,1273
2021-11-04,25-29,1792
2021-11-04,30-34,2255
2021-11-04,35-39,2425
2021-11-04,40-44,2641
2021-11-04,45-49,2402
2021-11-04,5-9,2391
2021-11-04,50-54,2120
2021-11-04,55-59,1915
2021-11-04,60-64,1497
2021-11-04,65-69,1071
2021-11-04,70-74,814
2021-11-04,75-79,391
2021-11-04,80-84,160
2021-11-04,85-89,114
2021-11-04,90+,80
2021-11-05,0-4,738
2021-11-05,10-14,2750
2021-11-05,15-19,1887
2021-11-05,20-24,1208
2021-11-05,25-29,1628
2021-11-05,30-34,1964
2021-11-05,35-39,2249
2021-11-05,40-44,2359
2021-11-05,45-49,2031
2021-11-05,5-9,2250
2021-11-05,50-54,2014
2021-11-05,55-59,1754
2021-11-05,60-64,1411
2021-11-05,65-69,1022
2021-11-05,70-74,798
2021-11-05,75-79,409
2021-11-05,80-84,178
2021-11-05,85-89,123
2021-11-05,90+,78
2021-11-06,0-4,691
2021-11-06,10-14,2547
2021-11-06,15-19,1479
2021-11-06,20-24,912
2021-11-06,25-29,1224
2021-11-06,30-34,1635
2021-11-06,35-39,1725
2021-11-06,40-44,1933
2021-11-06,45-49,1801
2021-11-06,5-9,2105
2021-11-06,50-54,1691
2021-11-06,55-59,1444
2021-11-06,60-64,1172
2021-11-06,65-69,853
2021-11-06,70-74,535
2021-11-06,75-79,311
2021-11-06,80-84,131
2021-11-06,85-89,79
2021-11-06,90+,45
2021-11-07,0-4,788
2021-11-07,10-14,4041
2021-11-07,15-19,2143
2021-11-07,20-24,1236
2021-11-07,25-29,1621
2021-11-07,30-34,1966
2021-11-07,35-39,2237
2021-11-07,40-44,2628
2021-11-07,45-49,2315
2021-11-07,5-9,2889
2021-11-07,50-54,2268
2021-11-07,55-59,1923
2021-11-07,60-64,1373
2021-11-07,65-69,955
2021-11-07,70-74,633
2021-11-07,75-79,331
2021-11-07,80-84,142
2021-11-07,85-89,93
2021-11-07,90+,70
2021-11-08,0-4,1140
2021-11-08,10-14,5226
2021-11-08,15-19,2607
2021-11-08,20-24,1628
2021-11-08,25-29,2065
2021-11-08,30-34,2551
2021-11-08,35-39,2790
2021-11-08,40-44,3214
2021-11-08,45-49,2792
2021-11-08,5-9,4150
2021-11-08,50-54,2724
2021-11-08,55-59,2283
2021-11-08,60-64,1810
2021-11-08,65-69,1139
2021-11-08,70-74,766
2021-11-08,75-79,409
2021-11-08,80-84,177
2021-11-08,85-89,161
2021-11-08,90+,105
2021-11-09,0-4,1054
2021-11-09,10-14,5128
2021-11-09,15-19,2493
2021-11-09,20-24,1464
2021-11-09,25-29,2012
2021-11-09,30-34,2588
2021-11-09,35-39,2826
2021-11-09,40-44,3193
2021-11-09,45-49,2743
2021-11-09,5-9,4213
2021-11-09,50-54,2617
2021-11-09,55-59,2183
2021-11-09,60-64,1629
2021-11-09,65-69,1040
2021-11-09,70-74,681
2021-11-09,75-79,393
2021-11-09,80-84,186
2021-11-09,85-89,117
2021-11-09,90+,100
2021-11-10,0-4,1032
2021-11-10,10-14,4635
2021-11-10,15-19,2440
2021-11-10,20-24,1447
2021-11-10,25-29,1971
2021-11-10,30-34,2374
2021-11-10,35-39,2703
2021-11-10,40-44,3142
2021-11-10,45-49,2785
2021-11-10,5-9,3982
2021-11-10,50-54,2610
2021-11-10,55-59,2119
2021-11-10,60-64,1584
2021-11-10,65-69,1022
2021-11-10,70-74,644
2021-11-10,75-79,318
2021-11-10,80-84,167
2021-11-10,85-89,130
2021-11-10,90+,103
2021-11-11,0-4,1118
2021-11-11,10-14,5087
2021-11-11,15-19,2526
2021-11-11,20-24,1545
2021-11-11,25-29,2155
2021-11-11,30-34,2696
2021-11-11,35-39,2972
2021-11-11,40-44,3507
2021-11-11,45-49,2991
2021-11-11,5-9,4322
2021-11-11,50-54,2747
2021-11-11,55-59,2319
2021-11-11,60-64,1766
2021-11-11,65-69,1167
2021-11-11,70-74,727
2021-11-11,75-79,371
2021-11-11,80-84,186
2021-11-11,85-89,143
2021-11-11,90+,101
2021-11-12,0-4,1032
2021-11-12,10-14,4516
2021-11-12,15-19,2146
2021-11-12,20-24,1297
2021-11-12,25-29,1864
2021-11-12,30-34,2380
2021-11-12,35-39,2739
2021-11-12,40-44,2867
2021-11-12,45-49,2687
2021-11-12,5-9,3989
2021-11-12,50-54,2529
2021-11-12,55-59,2065
2021-11-12,60-64,1540
2021-11-12,65-69,1080
2021-11-12,70-74,695
2021-11-12,75-79,376
2021-11-12,80-84,214
2021-11-12,85-89,192
2021-11-12,90+,128
2021-11-13,0-4,946
2021-11-13,10-14,3949
2021-11-13,15-19,1757
2021-11-13,20-24,993
2021-11-13,25-29,1340
2021-11-13,30-34,1835
2021-11-13,35-39,2114
2021-11-13,40-44,2331
2021-11-13,45-49,2064
2021-11-13,5-9,3563
2021-11-13,50-54,1922
2021-11-13,55-59,1583
2021-11-13,60-64,1201
2021-11-13,65-69,743
2021-11-13,70-74,444
2021-11-13,75-79,235
2021-11-13,80-84,114
2021-11-13,85-89,80
2021-11-13,90+,40
2021-11-14,0-4,1016
2021-11-14,10-14,5531
2021-11-14,15-19,2395
2021-11-14,20-24,1227
2021-11-14,25-29,1715
2021-11-14,30-34,2242
2021-11-14,35-39,2534
2021-11-14,40-44,2843
2021-11-14,45-49,2533
2021-11-14,5-9,4230
2021-11-14,50-54,2285
2021-11-14,55-59,2019
2021-11-14,60-64,1465
2021-11-14,65-69,893
2021-11-14,70-74,513
2021-11-14,75-79,243
2021-11-14,80-84,131
2021-11-14,85-89,99
2021-11-14,90+,62
2021-11-15,0-4,1399
2021-11-15,10-14,7205
2021-11-15,15-19,2983
2021-11-15,20-24,1529
2021-11-15,25-29,2185
2021-11-15,30-34,2906
2021-11-15,35-39,3200
2021-11-15,40-44,3813
2021-11-15,45-49,3248
2021-11-15,5-9,6202
2021-11-15,50-54,2946
2021-11-15,55-59,2458
2021-11-15,60-64,1818
2021-11-15,65-69,1036
2021-11-15,70-74,597
2021-11-15,75-79,285
2021-11-15,80-84,186
2021-11-15,85-89,129
2021-11-15,90+,87
2021-11-16,0-4,1306
2021-11-16,10-14,6525
2021-11-16,15-19,2671
2021-11-16,20-24,1490
2021-11-16,25-29,2109
2021-11-16,30-34,2753
2021-11-16,35-39,3195
2021-11-16,40-44,3535
2021-11-16,45-49,3061
2021-11-16,5-9,5805
2021-11-16,50-54,2700
2021-11-16,55-59,2189
2021-11-16,60-64,1579
2021-11-16,65-69,854
2021-11-16,70-74,534
2021-11-16,75-79,236
2021-11-16,80-84,170
2021-11-16,85-89,109
2021-11-16,90+,69
2021-11-17,0-4,1241
2021-11-17,10-14,6226
2021-11-17,15-19,2624
2021-11-17,20-24,1618
2021-11-17,25-29,2178
2021-11-17,30-34,2764
2021-11-17,35-39,3188
2021-11-17,40-44,3624
2021-11-17,45-49,3278
2021-11-17,5-9,5359
2021-11-17,50-54,2731
2021-11-17,55-59,2249
2021-11-17,60-64,1565
2021-11-17,65-69,913
2021-11-17,70-74,531
2021-11-17,75-79,281
2021-11-17,80-84,159
2021-11-17,85-89,115
2021-11-17,90+,71
2021-11-18,0-4,1270
2021-11-18,10-14,5664
2021-11-18,15-19,2470
2021-11-18,20-24,1491
2021-11-18,25-29,2035
2021-11-18,30-34,2711
2021-11-18,35-39,3205
2021-11-18,40-44,3669
2021-11-18,45-49,3183
2021-11-18,5-9,5138
2021-11-18,50-54,2752
2021-11-18,55-59,2281
2021-11-18,60-64,1555
2021-11-18,65-69,883
2021-11-18,70-74,499
2021-11-18,75-79,264
2021-11-18,80-84,147
2021-11-18,85-89,104
2021-11-18,90+,63
2021-11-19,0-4,1123
2021-11-19,10-14,5069
2021-11-19,15-19,2204
2021-11-19,20-24,1337
2021-11-19,25-29,1853
2021-11-19,30-34,2346
2021-11-19,35-39,2779
2021-11-19,40-44,3291
2021-11-19,45-49,2858
2021-11-19,5-9,4650
2021-11-19,50-54,2508
2021-11-19,55-59,2106
2021-11-19,60-64,1458
2021-11-19,65-69,838
2021-11-19,70-74,459
2021-11-19,75-79,236
2021-11-19,80-84,137
2021-11-19,85-89,115
2021-11-19,90+,64
2021-11-20,0-4,978
2021-11-20,10-14,4468
2021-11-20,15-19,2038
2021-11-20,20-24,1055
2021-11-20,25-29,1422
2021-11-20,30-34,1884
2021-11-20,35-39,2390
2021-11-20,40-44,2772
2021-11-20,45-49,2350
2021-11-20,5-9,4229
2021-11-20,50-54,1994
2021-11-20,55-59,1690
2021-11-20,60-64,1144
2021-11-20,65-69,646
2021-11-20,70-74,335
2021-11-20,75-79,169
2021-11-20,80-84,105
2021-11-20,85-89,60
2021-11-20,90+,39
2021-11-21,0-4,1067
2021-11-21,10-14,5998
2021-11-21,15-19,2450
2021-11-21,20-24,1247
2021-11-21,25-29,1824
2021-11-21,30-34,2397
2021-11-21,35-39,2762
2021-11-21,40-44,3367
2021-11-21,45-49,2817
2021-11-21,5-9,4771
2021-11-21,50-54,2522
2021-11-21,55-59,2002
2021-11-21,60-64,1470
2021-11-21,65-69,693
2021-11-21,70-74,397
2021-11-21,75-79,220
2021-11-21,80-84,109
2021-11-21,85-89,112
2021-11-21,90+,48
2021-11-22,0-4,1330
2021-11-22,10-14,7382
2021-11-22,15-19,2896
2021-11-22,20-24,1643
2021-11-22,25-29,2139
2021-11-22,30-34,2924
2021-11-22,35-39,3470
2021-11-22,40-44,3968
2021-11-22,45-49,3417
2021-11-22,5-9,6541
2021-11-22,50-54,2911
2021-11-22,55-59,2359
2021-11-22,60-64,1694
2021-11-22,65-69,857
2021-11-22,70-74,431
2021-11-22,75-79,298
2021-11-22,80-84,182
2021-11-22,85-89,109
2021-11-22,90+,76
2021-11-23,0-4,1416
2021-11-23,10-14,7356
2021-11-23,15-19,3048
2021-11-23,20-24,1587
2021-11-23,25-29,2320
2021-11-23,30-34,3147
2021-11-23,35-39,3590
2021-11-23,40-44,4066
2021-11-23,45-49,3439
2021-11-23,5-9,6806
2021-11-23,50-54,2903
2021-11-23,55-59,2345
2021-11-23,60-64,1608
2021-11-23,65-69,809
2021-11-23,70-74,423
2021-11-23,75-79,262
2021-11-23,80-84,121
2021-11-23,85-89,109
2021-11-23,90+,86
2021-11-24,0-4,1238
2021-11-24,10-14,6223
2021-11-24,15-19,2543
2021-11-24,20-24,1540
2021-11-24,25-29,2062
2021-11-24,30-34,2745
2021-11-24,35-39,3262
2021-11-24,40-44,3814
2021-11-24,45-49,3119
2021-11-24,5-9,5277
2021-11-24,50-54,2663
2021-11-24,55-59,2182
2021-11-24,60-64,1452
2021-11-24,65-69,720
2021-11-24,70-74,379
2021-11-24,75-79,223
2021-11-24,80-84,135
2021-11-24,85-89,69
2021-11-24,90+,76
2021-11-25,0-4,1244
2021-11-25,10-14,5738
2021-11-25,15-19,2508
2021-11-25,20-24,1532
2021-11-25,25-29,2158
2021-11-25,30-34,2882
2021-11-25,35-39,3396
2021-11-25,40-44,3893
2021-11-25,45-49,3226
2021-11-25,5-9,5218
2021-11-25,50-54,2814
2021-11-25,55-59,2147
2021-11-25,60-64,1552
2021-11-25,65-69,756
2021-11-25,70-74,343
2021-11-25,75-79,219
2021-11-25,80-84,123
2021-11-25,85-89,94
2021-11-25,90+,77
2021-11-26,0-4,1143
2021-11-26,10-14,5048
2021-11-26,15-19,2222
2021-11-26,20-24,1298
2021-11-26,25-29,1852
2021-11-26,30-34,2607
2021-11-26,35-39,2995
2021-11-26,40-44,3449
2021-11-26,45-49,2991
2021-11-26,5-9,4650
2021-11-26,50-54,2453
2021-11-26,55-59,1984
2021-11-26,60-64,1324
2021-11-26,65-69,648
2021-11-26,70-74,344
2021-11-26,75-79,206
2021-11-26,80-84,136
2021-11-26,85-89,91
2021-11-26,90+,67
2021-11-27,0-4,872
2021-11-27,10-14,4247
2021-11-27,15-19,1853
2021-11-27,20-24,1021
2021-11-27,25-29,1547
2021-11-27,30-34,2045
2021-11-27,35-39,2354
2021-11-27,40-44,2724
2021-11-27,45-49,2370
2021-11-27,5-9,3881
2021-11-27,50-54,1927
2021-11-27,55-59,1494
2021-11-27,60-64,950
2021-11-27,65-69,437
2021-11-27,70-74,272
2021-11-27,75-79,161
2021-11-27,80-84,106
2021-11-27,85-89,54
2021-11-27,90+,43
2021-11-28,0-4,1159
2021-11-28,10-14,6279
2021-11-28,15-19,2548
2021-11-28,20-24,1370
2021-11-28,25-29,1960
2021-11-28,30-34,2599
2021-11-28,35-39,3055
2021-11-28,40-44,3555
2021-11-28,45-49,3070
2021-11-28,5-9,4874
2021-11-28,50-54,2655
2021-11-28,55-59,1982
2021-11-28,60-64,1278
2021-11-28,65-69,607
2021-11-28,70-74,339
2021-11-28,75-79,148
2021-11-28,80-84,118
2021-11-28,85-89,88
2021-11-28,90+,36
2021-11-29,0-4,1538
2021-11-29,10-14,7669
2021-11-29,15-19,3246
2021-11-29,20-24,1872
2021-11-29,25-29,2593
2021-11-29,30-34,3331
2021-11-29,35-39,3794
2021-11-29,40-44,4401
2021-11-29,45-49,3745
2021-11-29,5-9,6795
2021-11-29,50-54,3219
2021-11-29,55-59,2386
2021-11-29,60-64,1536
2021-11-29,65-69,689
2021-11-29,70-74,379
2021-11-29,75-79,198
2021-11-29,80-84,137
2021-11-29,85-89,128
2021-11-29,90+,62
2021-11-30,0-4,1590
2021-11-30,10-14,8028
2021-11-30,15-19,3366
2021-11-30,20-24,1956
2021-11-30,25-29,2949
2021-11-30,30-34,3749
2021-11-30,35-39,4166
2021-11-30,40-44,4942
2021-11-30,45-49,4095
2021-11-30,5-9,7309
2021-11-30,50-54,3394
2021-11-30,55-59,2550
2021-11-30,60-64,1629
2021-11-30,65-69,756
2021-11-30,70-74,395
2021-11-30,75-79,230
2021-11-30,80-84,168
2021-11-30,85-89,120
2021-11-30,90+,83
2021-12-01,0-4,1483
2021-12-01,10-14,7226
2021-12-01,15-19,3303
2021-12-01,20-24,2117
2021-12-01,25-29,2931
2021-12-01,30-34,3685
2021-12-01,35-39,4298
2021-12-01,40-44,4855
2021-12-01,45-49,4281
2021-12-01,5-9,6453
2021-12-01,50-54,3461
2021-12-01,55-59,2494
2021-12-01,60-64,1551
2021-12-01,65-69,703
2021-12-01,70-74,400
2021-12-01,75-79,246
2021-12-01,80-84,155
2021-12-01,85-89,120
2021-12-01,90+,70
2021-12-02,0-4,1422
2021-12-02,10-14,6156
2021-12-02,15-19,2998
2021-12-02,20-24,1960
2021-12-02,25-29,2701
2021-12-02,30-34,3554
2021-12-02,35-39,4015
2021-12-02,40-44,4567
2021-12-02,45-49,3710
2021-12-02,5-9,5600
2021-12-02,50-54,3053
2021-12-02,55-59,2328
2021-12-02,60-64,1504
2021-12-02,65-69,725
2021-12-02,70-74,380
2021-12-02,75-79,198
2021-12-02,80-84,142
2021-12-02,85-89,90
2021-12-02,90+,74
2021-12-03,0-4,1388
2021-12-03,10-14,5458
2021-12-03,15-19,2662
2021-12-03,20-24,1915
2021-12-03,25-29,2615
2021-12-03,30-34,3181
2021-12-03,35-39,3670
2021-12-03,40-44,3975
2021-12-03,45-49,3451
2021-12-03,5-9,5427
2021-12-03,50-54,2800
2021-12-03,55-59,2087
2021-12-03,60-64,1360
2021-12-03,65-69,684
2021-12-03,70-74,351
2021-12-03,75-79,212
2021-12-03,80-84,143
2021-12-03,85-89,101
2021-12-03,90+,92
2021-12-04,0-4,1110
2021-12-04,10-14,4448
2021-12-04,15-19,2164
2021-12-04,20-24,1494
2021-12-04,25-29,2055
2021-12-04,30-34,2544
2021-12-04,35-39,2875
2021-12-04,40-44,3351
2021-12-04,45-49,2819
2021-12-04,5-9,4440
2021-12-04,50-54,2185
2021-12-04,55-59,1569
2021-12-04,60-64,966
2021-12-04,65-69,492
2021-12-04,70-74,288
2021-12-04,75-79,173
2021-12-04,80-84,108
2021-12-04,85-89,76
2021-12-04,90+,49
2021-12-05,0-4,1228
2021-12-05,10-14,5684
2021-12-05,15-19,2609
2021-12-05,20-24,1815
2021-12-05,25-29,2389
2021-12-05,30-34,2964
2021-12-05,35-39,3420
2021-12-05,40-44,3823
2021-12-05,45-49,3353
2021-12-05,5-9,5020
2021-12-05,50-54,2526
2021-12-05,55-59,2040
2021-12-05,60-64,1151
2021-12-05,65-69,502
2021-12-05,70-74,281
2021-12-05,75-79,183
2021-12-05,80-84,124
2021-12-05,85-89,81
2021-12-05,90+,62
2021-12-06,0-4,1829
2021-12-06,10-14,7297
2021-12-06,15-19,3403
2021-12-06,20-24,2681
2021-12-06,25-29,3718
2021-12-06,30-34,4377
2021-12-06,35-39,4641
2021-12-06,40-44,4901
2021-12-06,45-49,4097
2021-12-06,5-9,6975
2021-12-06,50-54,3140
2021-12-06,55-59,2466
2021-12-06,60-64,1598
2021-12-06,65-69,669
2021-12-06,70-74,444
2021-12-06,75-79,254
2021-12-06,80-84,152
2021-12-06,85-89,123
2021-12-06,90+,83
2021-12-07,0-4,1486
2021-12-07,10-14,6326
2021-12-07,15-19,3271
2021-12-07,20-24,3014
2021-12-07,25-29,4093
2021-12-07,30-34,4394
2021-12-07,35-39,4451
2021-12-07,40-44,4671
2021-12-07,45-49,3815
2021-12-07,5-9,6331
2021-12-07,50-54,2991
2021-12-07,55-59,2342
2021-12-07,60-64,1385
2021-12-07,65-69,627
2021-12-07,70-74,371
2021-12-07,75-79,222
2021-12-07,80-84,136
2021-12-07,85-89,109
2021-12-07,90+,89
2021-12-08,0-4,1492
2021-12-08,10-14,6022
2021-12-08,15-19,3309
2021-12-08,20-24,3338
2021-12-08,25-29,4634
2021-12-08,30-34,4812
2021-12-08,35-39,4882
2021-12-08,40-44,5029
2021-12-08,45-49,4052
2021-12-08,5-9,6019
2021-12-08,50-54,3216
2021-12-08,55-59,2358
2021-12-08,60-64,1324
2021-12-08,65-69,600
2021-12-08,70-74,360
2021-12-08,75-79,256
2021-12-08,80-84,138
2021-12-08,85-89,108
2021-12-08,90+,72
2021-12-09,0-4,1406
2021-12-09,10-14,5153
2021-12-09,15-19,3071
2021-12-09,20-24,3541
2021-12-09,25-29,4503
2021-12-09,30-34,4582
2021-12-09,35-39,4373
2021-12-09,40-44,4734
2021-12-09,45-49,3790
2021-12-09,5-9,5317
2021-12-09,50-54,2965
2021-12-09,55-59,2262
2021-12-09,60-64,1307
2021-12-09,65-69,567
2021-12-09,70-74,377
2021-12-09,75-79,257
2021-12-09,80-84,132
2021-12-09,85-89,121
2021-12-09,90+,74
2021-12-10,0-4,1473
2021-12-10,10-14,5269
2021-12-10,15-19,3204
2021-12-10,20-24,3655
2021-12-10,25-29,4529
2021-12-10,30-34,4753
2021-12-10,35-39,4702
2021-12-10,40-44,4670
2021-12-10,45-49,3692
2021-12-10,5-9,5473
2021-12-10,50-54,2960
2021-12-10,55-59,2243
2021-12-10,60-64,1325
2021-12-10,65-69,647
2021-12-10,70-74,424
2021-12-10,75-79,255
2021-12-10,80-84,188
2021-12-10,85-89,129
2021-12-10,90+,109
2021-12-11,0-4,1421
2021-12-11,10-14,4844
2021-12-11,15-19,3025
2021-12-11,20-24,3472
2021-12-11,25-29,4079
2021-12-11,30-34,4406
2021-12-11,35-39,4395
2021-12-11,40-44,4309
2021-12-11,45-49,3453
2021-12-11,5-9,5295
2021-12-11,50-54,2690
2021-12-11,55-59,2083
2021-12-11,60-64,1244
2021-12-11,65-69,558
2021-12-11,70-74,351
2021-12-11,75-79,234
2021-12-11,80-84,137
2021-12-11,85-89,103
2021-12-11,90+,58
2021-12-12,0-4,1216
2021-12-12,10-14,5122
2021-12-12,15-19,3420
2021-12-12,20-24,4214
2021-12-12,25-29,4804
2021-12-12,30-34,4876
2021-12-12,35-39,4425
2021-12-12,40-44,4345
2021-12-12,45-49,3449
2021-12-12,5-9,4845
2021-12-12,50-54,2791
2021-12-12,55-59,1972
2021-12-12,60-64,1066
2021-12-12,65-69,517
2021-12-12,70-74,348
2021-12-12,75-79,218
2021-12-12,80-84,123
2021-12-12,85-89,83
2021-12-12,90+,69
2021-12-13,0-4,1763
2021-12-13,10-14,6733
2021-12-13,15-19,5201
2021-12-13,20-24,7728
2021-12-13,25-29,9711
2021-12-13,30-34,8547
2021-12-13,35-39,7141
2021-12-13,40-44,6634
2021-12-13,45-49,5250
2021-12-13,5-9,6491
2021-12-13,50-54,4104
2021-12-13,55-59,2919
2021-12-13,60-64,1625
2021-12-13,65-69,762
2021-12-13,70-74,512
2021-12-13,75-79,305
2021-12-13,80-84,212
2021-12-13,85-89,148
2021-12-13,90+,122
2021-12-14,0-4,1684
2021-12-14,10-14,6508
2021-12-14,15-19,5931
2021-12-14,20-24,10782
2021-12-14,25-29,14218
2021-12-14,30-34,11782
2021-12-14,35-39,9212
2021-12-14,40-44,8010
2021-12-14,45-49,6142
